#! FIELDS Id Weight Mean_0 Mean_1 Mean_2 Cov_00 Cov_01 Cov_02 Cov_11 Cov_12 Cov_22 Beta
     0  1.8680644300e-02      5.9235968     6.1868728    -0.0308741  7.4106773121e-02 5.2583504019e-02 -9.9899571673e-02 9.8236657741e-02 -1.2659859050e-01 2.5895196445e-01  0
     1  3.2580746000e-03      5.4737986     6.5207686    -1.8716141  3.5209130391e-02 8.7847614710e-03 3.8551800450e-03 2.8428805077e-02 2.7745247020e-03 1.3640800827e-02  0
     2  4.2160989000e-03      6.1244458     5.4285003     0.9929243  6.9696865620e-02 -8.9866252760e-03 -3.8340389942e-02 2.5074019081e-02 -7.1176281700e-04 4.0856844659e-02  0
     3  1.2945828000e-03      5.4692600     4.9949499    -2.1259789  1.8221206896e-02 5.5543610250e-03 5.2044283200e-03 1.5024505112e-02 -4.2274251200e-04 1.5861454672e-02  0
     4  3.7975623000e-03      5.2697293    10.3277431     0.1146414  4.1439176158e-02 3.5122789140e-03 2.3498735035e-02 2.3909130461e-02 4.1560464710e-03 3.8982749099e-02  0
     5  1.1653406000e-03      5.4872858     9.6568312     0.8995296  2.1539932684e-02 2.3490313205e-02 7.7698761220e-03 5.5407779477e-02 7.7808752450e-03 1.4071863089e-02  0
     6  8.4364820000e-04      6.1433763     6.4887659    -0.0064637  1.3316657801e-02 -3.2443824500e-04 -6.1141104950e-03 7.9127384360e-03 7.1096155400e-04 1.8941173551e-02  0
     7  2.1927000000e-04      4.6649701     9.8277137     1.0520451  1.6922286129e-02 1.7899868000e-05 1.4697976819e-02 2.3320146440e-03 1.7785860000e-05 1.7174478645e-02  0
     8  7.0779750000e-04      4.6065108     6.5267880    -1.0101548  1.1909351546e-02 -4.8419438400e-04 -1.5223335530e-03 8.1197311120e-03 -2.6238669960e-03 1.4924804026e-02  0
     9  2.1635186000e-03      4.1984836    11.6922086    -0.2260288  2.4244138325e-02 4.4518552910e-03 1.4182055353e-02 9.7161268768e-02 6.8197411747e-02 8.3774167772e-02  0
    10  2.9532961000e-03      5.4279573     6.0604262    -2.7477877  3.0814409619e-02 -8.1071524190e-03 7.2609131630e-03 6.2210602637e-02 -3.4867369300e-03 1.0836099542e-02  0
    11  8.6072140000e-04      4.3790047     6.0765892    -0.7350700  1.1615040371e-02 -1.4839247960e-03 1.5211199090e-03 1.1287764557e-02 5.7651246000e-05 1.1437025197e-02  0
    12  1.6534595000e-03      4.7806683    11.0085182     1.2470349  5.8493066708e-02 -1.3765472380e-03 -6.7565673880e-03 7.2961453459e-02 -1.0353536853e-02 1.2853891649e-02  0
    13  2.4735738000e-03      2.1266725     7.0213236    -0.9459535  2.0985787873e-02 2.3473008160e-03 -1.4187293700e-03 2.5749001875e-02 1.5888090300e-04 9.5761917020e-03  0
    14  2.6398616000e-03      5.1313924     5.3866352    -1.0547472  3.8789526017e-02 -2.7411042144e-02 -8.3852116300e-04 4.4810827619e-02 5.3861069520e-03 1.0512030819e-02  0
    15  2.1274747000e-03      6.4084045    10.2740852    -0.9707458  1.8446929948e-02 4.5254718490e-03 4.3374471000e-05 2.3979908760e-02 1.5500510940e-03 1.4572355506e-02  0
    16  1.7066345000e-03      3.8168893     5.6786085     0.4293410  1.4488318553e-02 -1.2411193844e-02 -7.2146009550e-03 3.6519221692e-02 1.4736752417e-02 2.0753455842e-02  0
    17  2.1779922000e-03      2.6709842     6.3021491     0.6793306  2.3275402307e-02 -5.3329445560e-03 9.4108185280e-03 1.5295570466e-02 -7.1110436980e-03 2.1096510709e-02  0
    18  4.6204961000e-03      6.2475901     7.2947267    -1.8886879  1.7053344049e-02 -1.4322728040e-03 2.6719316530e-03 7.5794845168e-02 -2.8814076124e-02 2.6865763879e-02  0
